# Creation date: 03/03/2022 11:41:53
#
# Bern Simple Climate Model (BernSCM) version 1.0
# = = = = = = = = = = = = = = = = = = = = = = = =
#
# Authors:
# Kuno Strassmann, Fortunat Joos
# Climate and Environmental Physics
# Sidlerstr 5
# CH-3012 Bern
# kuno.strassmann@alumni.ethz.ch, joos@climate.unibe.ch
# Tel.: 0041-31-631 44 61
#
# Description:
#
# The model is based on impulse response representation (Joos et al., 1996) of the ocean (surface-to-deep
# transport) and the terrestrial biosphere (accumulation and decay of NPP carbon). Nonlinear ocean surface carbon
# chemistry and NPP changes are treated by separate parametrizations (see description of C cycle components below).
#
# References:
#
# - K. Strassmann and F. Joos, 2017: The Bern Simple Climate Model: an extensible and fully
# documented open source reimplementation of the Bern reduced form model for global carbon
# cycle-climate simulations. Submitted to Geophysical Model Development.
# - F. Joos, M. Bruno, R. Fink, T. F. Stocker, U. Siegenthaler, C. Le Quere, and
# J. L. Sarmiento, 1996: An efficient and accurate representation of complex oceanic
# and biospheric models of anthropogenic carbon uptake. Tellus, 48B:397-417
# - Joos, F. and M. Bruno, 1996: Pulse response functions are cost-efficient tools to model the link
# between carbon emissions, atmospheric CO2 and global warming. Physics and Chemistry of the Earth
# 21:471-476.
#
#
#
# Numerical solution
# = = = = = = = = =
# Time step: 10.0yr
# Implicite step: 
# - Land C exchange
# - Ocean C and heat exchange
# Discretization: piecewise linear
#
#
#
# Simulation setup
# = = = = = = = = =
#
# Forcing scenario: c4mip_a2
#
# Climate Sensitivity: 2.5 degrees C per doubling of atm. CO2 
#
# Carbon Cycle:
# Process sensitivity to atmospheric CO2:
# - Ocean CO2 uptake (see ocean component)
# - Land C exchange (see land component)
# Process sensitivity to global mean SAT:
# - Ocean CO2 uptake (see ocean component)
# - Land C exchange (see land component)
#
#
# HILDA ocean mixed layer pulse response
# = = = = = = = = = = = = = = = = = = = =
#
# Description:
#
# The near-linear transport of heat and carbon content perturbations from the preindustrial
# equilibrium of the HILDA box-diffusion ocean model is captured by a mixed-layer pulse
# response function (Joos 1996). HILDA is calibrated using observed radiocarbon tracers.
#
# References:
#
# - Joos, F., 1992. Modellierung der Verteilung von Spurenstoffen im Ozean und
# des globalen Kohlenstoffkreislaufes. Phd thesis, Universität Bern.
# - Siegenthaler, U. and Joos, F., 1992. Use of a simple model for studying
# oceanic tracer distributions and the global carbon cycle. Tellus B 44B, 186-207.
# - F. Joos, M. Bruno, R. Fink, T. F. Stocker, U. Siegenthaler, C. Le Quere, and
# J. L. Sarmiento, 1996: An efficient and accurate representation of complex oceanic
# and biospheric models of anthropogenic carbon uptake. Tellus, 48B:397-417
#
#
#
#
# Ocean chemistry parametrization
# = = = = = = = = = = = = = = = = =
#
# Description: 
#
# Nonlinear dependence of buffer factor on DIC after Joos et al. (1996).
# Impact of sea surface warming on carbonate chemistry after Takahashi (1993).
#
# References:
#
# - F. Joos, M. Bruno, R. Fink, T. F. Stocker, U. Siegenthaler, C. Le Quere, and
# J. L. Sarmiento, 1996: An efficient and accurate representation of complex oceanic
# and biospheric models of anthropogenic carbon uptake. Tellus, 48B:397-417
#
#
#
#
# HRBM pulse response/multibox substitute model
# = = = = = = = = = = = = = = = = = = = = = = = =
#
# Description:
#
# The fate of assimilated C as simulated by HRBM is represented by several pools.
# Each pool receives a fraction of global NPP as input, and loses C by heterotrophic
# respiration according to a characteristic turnover time. Both input fractions and
# Turnover times are dependent on global mean SAT (dynamic vegetation changes are
# not captured.).
# The box coefficients are derived from a decay-IRF by integrating to an IRF
# for the current stored fraction (as in ocean IRFs).
#
# References:
#
# - Meyer et al. 1999: The substitution of high-resolution terrestrial biosphere
# models and carbon sequestration in response to changing CO2 and climate,
# Global Biogeochemical Cycles 13, 785)
#
#
#
#
# HRBM NPP parametrization
# = = = = = = = = = = = = =
#
# Description:
#
# NPP is parametrized as product of two functions fitted to
# a series of HRBM simulations, one for temperature dependence,
# and one for CO2 dependence.
#
#
#time_(yr) glob_temp_dev_(°C) RF_tot_(W/m²) RF_CO2_(W/m²) RF_nonCO2_(W/m²) RF_budget_(W/m²) ocean_heat_uptake_(PW) co2_atm_(ppm) co2_seasurf_(ppm) atm_CO2_change_(GtC/yr) fossil_CO2_em_(GtC/yr) budget_C_uptake_(GtC/yr) ocean_C_uptake_(GtC/yr) land_C_uptake_(GtC/yr) NPP_(GtC/yr) RH_(GtC/yr) LandC_(GtC) dDIC_(µmol/kg) fdeep_(GtC/yr)
#time glob_temp_dev RF_tot RF_CO2 RF_nonCO2 RF_budget ocean_heat_uptake co2_atm co2_seasurf atm_CO2_change fossil_CO2_em budget_C_uptake ocean_C_uptake land_C_uptake NPP RH LandC dDIC fdeep
     1700.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000      278.6000000000      278.6000000000        0.0000888034        0.0001153800       -0.0000000322        0.0000163145        0.0000102942       41.7328200000      -41.7328097058     2442.4172703038        0.0000000000        0.0000000000
     1710.0000000000       -0.0002673758       -0.0015623438       -0.0015623438        0.0000000000        0.0000000000       -0.0005943612      278.6008365843      278.5972534485        0.0000604353        0.0004615225        0.0000002697        0.0001670994        0.0002337181       41.7328530919      -41.7326193738     2442.4174761886        0.0001039255        0.0000000000
     1720.0000000000       -0.0004877218       -0.0015674758       -0.0015674758        0.0000000000        0.0000000000       -0.0004303318      278.6005693387      278.5980304091        0.0000444868        0.0009230300        0.0000000717        0.0003966642        0.0004818073       41.7328616802      -41.7323798729     2442.4219446655        0.0009709199        0.0000000000
     1730.0000000000       -0.0005749767       -0.0015542959       -0.0015542959        0.0000000000        0.0000000000       -0.0003576218      278.6012556782      278.5999566488        0.0003741769        0.0013848775       -0.0000121387        0.0004932185        0.0005296207       41.7328648419      -41.7323352212     2442.4271123340        0.0017301910        0.0000000000
     1740.0000000000       -0.0006189856       -0.0014997856       -0.0014997856        0.0000000000        0.0000000000       -0.0002965456      278.6040943214      278.6018667641        0.0006432230        0.0018462400        0.0000558269        0.0005461091        0.0006010810       41.7330240352      -41.7324229542     2442.4325370804        0.0023543425        0.0000000000
     1750.0000000000       -0.0006393872       -0.0014379349       -0.0014379349        0.0000000000        0.0000000000       -0.0002495809      278.6073152450      278.6045310465        0.0007106566        0.0022981925        0.0002328912        0.0006475553        0.0007070894       41.7333063954      -41.7325993060     2442.4391339539        0.0031008004        0.0000000000
     1760.0000000000       -0.0006463395       -0.0013712270       -0.0013712270        0.0000000000        0.0000000000       -0.0002103113      278.6107891554      278.6076055602        0.0029935369        0.0027914975       -0.0024295433        0.0011519497        0.0010755542       41.7336207158      -41.7325451616     2442.4466788688        0.0039119384        0.0000000000
     1770.0000000000       -0.0005747887       -0.0008964281       -0.0008964281        0.0000000000        0.0000000000       -0.0000223440      278.6355162517      278.6219143399        0.0111738064        0.0034659225       -0.0137871740        0.0033763726        0.0027029175       41.7349543226      -41.7322514050     2442.4606450371        0.0073721522        0.0000000000
     1780.0000000000       -0.0002565220        0.0006497202        0.0006497202        0.0000000000        0.0000000000        0.0005252713      278.7160534644      278.6729611834        0.0235855132        0.0043741575       -0.0342707250        0.0084550409        0.0066043285       41.7399387661      -41.7333344377     2442.5007372198        0.0195238455        0.0000000000
     1790.0000000000        0.0004406449        0.0033680858        0.0033680858        0.0000000000        0.0000000000        0.0013839932      278.8577066724      278.7767102845        0.0353123975        0.0057014725       -0.0581423000        0.0158832352        0.0126481398       41.7504641467      -41.7378160069     2442.5927316062        0.0440599792        0.0000000000
     1800.0000000000        0.0015430650        0.0070314726        0.0070314726        0.0000000000        0.0000000000        0.0024180531      279.0487185376      278.9302885705        0.0453122038        0.0077714200       -0.0819988000        0.0244106243        0.0200473919       41.7662229854      -41.7461755935     2442.7537000160        0.0801452500        0.0000000000
     1810.0000000000        0.0030422703        0.0115514923        0.0115514923        0.0000000000        0.0000000000        0.0035887897      279.2845762328      279.1273365065        0.0545337045        0.0105906875       -0.1057477500        0.0334382716        0.0283664614       41.7864336576      -41.7580671961     2442.9936794440        0.1261493695        0.0000000000
     1820.0000000000        0.0049309444        0.0168720205        0.0168720205        0.0000000000        0.0000000000        0.0048731207      279.5624604543      279.3645698429        0.0637197254        0.0146718250       -0.1295087500        0.0429629859        0.0374978637       41.8107316441      -41.7732337804     2443.3210292448        0.1812250152        0.0000000000
     1830.0000000000        0.0072174356        0.0230381696        0.0230381696        0.0000000000        0.0000000000        0.0062877335      279.8848562653      279.6425816433        0.0741936346        0.0216710000       -0.1533710000        0.0533026855        0.0475456799       41.8390792243      -41.7915335444     2443.7436367176        0.2454673008        0.0000000000
     1840.0000000000        0.0099446079        0.0302311832        0.0302311832        0.0000000000        0.0000000000        0.0078926190      280.2614113221      279.9675654385        0.0870063536        0.0339684500       -0.1768972500        0.0650096367        0.0588497097       41.8720197199      -41.8131700102     2444.2719428426        0.3202915881        0.0000000000
     1850.0000000000        0.0131861334        0.0386829763        0.0386829763        0.0000000000        0.0000000000        0.0097503035      280.7045110330      280.3497869698        0.1025017166        0.0557776000       -0.1971557500        0.0786239168        0.0718077166       41.9105511101      -41.8387433935     2444.9206309110        0.4080432971        0.0000000000
